
RANKING : OFFICIAL - 2006/2007
fie
Event : S

Weapon : E

Gender : F

09.09.06 Arhus (SA)	15.10.06 Turku (SA)	28.10.06 Copenhague (SA)	11.11.06 Oslo (SA)	25.11.06 Belgrade (SA)	19.01.07 Budapest (GP)	27.01.07 Prague (A)	09.02.07 Rome (GP)	10.02.07 Stockholm (SA)	16.02.07 Barcelone (GP)	24.02.07 Saint-Maur (A)	03.03.07 Tauberbischofsheim (A)	10.03.07 Edinburgh (SA)	10.03.07 St-Petersbourg (A)	17.03.07 Florina (A)	24.03.07 Luxembourg (A)	05.05.07 Split (SA)	18.05.07 Nankin (GP)	26.05.07 Sydney (A)	01.06.07 Montréal (GP)	08.06.07 La Havane (A)	23.06.07 Newcastle (SA)	02.07.07 Gand (CHZ)	12.07.07 Alger (CHZ)	22.08.07 Nantong (CHZ)	27.08.07 Montreal (CHZ)	22.09.07 Istanbul (SA)	30.09.07 St-Petersbourg (CHM)	Total
206	JOULKOVA Ekaterina	RUS														4.00															4.00
207	RUBAN Tatyana	KGZ														0.00				0.00							4.00			0.00	4.00
208	TENG Nan See	SGP																			0.00						4.00				4.00
209	REVIE Kathlene	NZL																									4.00				4.00
210	AMAHORU Nurul Musfira	INA																			0.00						4.00				4.00
211	XU Anqi	CHN																		4.00											4.00
212	MOHD ZAINI Nur Shaheera Shazny	MAS																									4.00				4.00
213	EVEQUOZ Eleonore	SUI							0.00				2.00	2.00				0.00													4.00
214	KIM Ju Ha	KOR																		0.00	0.00	4.00									4.00
215	SHASHARINA Elena	RUS							2.00							2.00															4.00
216	CONSTANTIN Ana Maria	ROU						0.00	0.00					2.00			2.00														4.00
217	TRZEBINSKA Ewa	POL																				4.00	0.00								4.00
218	BIRTHELMER Elke	GER							2.00			0.00		0.00		0.00		2.00													4.00
219	GOMEZ CHIVAS Eimey	CUB																				4.00	0.00								4.00
220	WOLLINSKY Lisa	GER						4.00																							4.00
221	MAEDA Yuki	JPN								0.00		0.00					2.00	2.00		0.00	(0.00)	(0.00)	(0.00)								4.00
222	ZADOROZHNA Olha	UKR						4.00																							4.00
223	MARTY Lorraine	SUI						4.00	0.00	0.00		0.00		0.00																	4.00
224	ALBINI Elisa	GBR							0.00			0.00												3.00							3.00
225	DOGAN Reha	TUR																											3.00		3.00
225	JAHN Cheryl	GER			3.00																										3.00
225	MANCINELLI Melinda	ITA																	3.00												3.00
228	HJORT NIELSEN Anne Katrine	DEN	2.00		1.00	0.00										0.00									0.00					0.00	3.00
229	OSLAND Teresa	NOR	1.00		1.00	0.00											2.00	0.00							0.00					0.00	3.00
230	NTONOU Petroula	GRE					1.00										2.00														3.00
231	STOISSA Federica	ITA							0.00	0.00			0.00				2.00		1.00												3.00
232	STEENSEN Anna Kiel	DEN	2.00		0.00	0.00			0.00							0.00									0.00					0.00	2.00
233	STEINER Christine	GBR													2.00									0.00							2.00
234	GIBSON Emma Grace	GBR							0.00			0.00			2.00																2.00
235	DONMEZ Duygu	TUR																											2.00		2.00
235	THOMSON Kirsty	GBR																						2.00							2.00
235	BAYHAN Birten	TUR																											2.00		2.00
238	GRUMIER Mathilde	FRA											2.00																		2.00
239	POP Simona	ROU															2.00														2.00
240	KUMMER Leila-Annett	GER												2.00																	2.00
241	KOUBANI Vassiliki	GRE							0.00				0.00	0.00		2.00	(0.00)	0.00													2.00
242	ORTIZ FUENTE Zuleidis	CUB																				0.00	2.00								2.00
243	PUIU Oana	ROU						0.00	0.00					0.00			2.00														2.00
244	SHUTOVA Nadejda	RUS							0.00	0.00						2.00															2.00
245	WUNDERLICH Lauren	USA											2.00																		2.00
246	BERNBACH Julia	SUI						0.00	2.00			0.00		0.00				0.00													2.00
247	HASENFUSS Camille	FRA						0.00	0.00				2.00	0.00																	2.00
248	EIGNEROVA Barbara	CZE						0.00	0.00				2.00	0.00				0.00													2.00
249	CHENNEOUR-COCKING Hannah	GBR															2.00														2.00
250	GUSTIN Cecile	FRA											2.00																		2.00
250	PERDIKA Despina	GRE															2.00														2.00
252	MILLER Renata	GER												0.00		0.00		2.00													2.00
253	GEORGIADOU Despina	GRE															2.00														2.00
254	BELVISO Audrey	FRA							0.00				2.00	0.00																	2.00
255	MARKOWSKA Natalia	POL						0.00	2.00				0.00					0.00													2.00
256	NELUBOVA Julia	RUS														2.00															2.00
257	TIKHONENKOVA Ekaterina	RUS							0.00							2.00		0.00													2.00
258	KOLOBOVA Violetta	RUS																		0.00			2.00								2.00
259	PAYNE Libby	GBR							0.00	0.00				0.00			2.00	0.00													2.00
260	VIGNARD Berenice	FRA							0.00				2.00	0.00																	2.00
261	COHEN Mary	GBR							0.00	0.00							2.00	0.00													2.00
262	VLASOVA Vlada	RUS														2.00															2.00
263	STEFFEN Tabea	SUI							2.00					0.00				0.00													2.00
264	MARCLAY Jurate	LTU														2.00									0.00					0.00	2.00
265	LABORCZ Izabella	HUN						0.00				0.00		2.00																	2.00
266	YAUSIUK Tatsiana	BLR														2.00									0.00						2.00
267	VARVERI Fani	GRE															2.00														2.00
268	GOZZI Cecilia	ITA								0.00			2.00					0.00													2.00
269	LAZAR Roxana	ROU															2.00														2.00
269	RIZZI Giulia	ITA							2.00																						2.00
269	POZHAROVA Darya	RUS														2.00															2.00
272	SCHUENKE Anja	GER												0.00		2.00		0.00													2.00
273	CROOK Jayne	GBR							0.00	0.00			2.00					0.00													2.00
274	OSVATH Sarah	AUS																			2.00										2.00
275	CHERKOVA Asya	RUS														2.00															2.00
275	ATHANASIADOU Traiani	GRE															2.00														2.00
277	ALAYOUB Lolwa	KUW																	0.00				0.00	0.00					1.00		1.00
278	NILSEN Elisabeth Skaar	NOR		0.00	1.00	0.00																									1.00
279	DOLAN Kathryn	GBR													1.00			0.00						0.00							1.00
280	URKE Piret	EST				1.00			0.00	0.00								0.00													1.00
281	ENGELENBURG Hairya	NED	1.00																												1.00
282	BROOKES-TODORIC Rachel	GBR													1.00									0.00							1.00
283	LAWRENCE Corinna	GBR							0.00															1.00							1.00
284	GUNES Sinem	TUR																											1.00		1.00
284	KOCK Catharina	FIN		1.00																											1.00
286	HOOGE Karin Louise	DEN	1.00		0.00																									0.00	1.00
287	PAVLOVIC Aleksandra	SRB					1.00												0.00												1.00
288	LAWRENCE Anneka	GBR											0.00					0.00						1.00							1.00
289	TALLROTH-KOCK Lena	FIN		1.00																											1.00
289	KAMINSKAYA Vera	KGZ									1.00																				1.00
289	TUCKERWILLIAMS Ellary	USA													1.00																1.00
289	OZTURK Ceyda	TUR																											1.00		1.00
293	GARS Sanne	SWE				0.00					1.00							0.00													1.00
294	RENDEMANN Linda	DEN	1.00																						0.00						1.00
295	HAAVISTO Elina	FIN		1.00																											1.00
295	JEVREMOVIC Alksandra	SRB					1.00																								1.00
295	AABECH Nina	DEN			1.00																										1.00
295	KALAYCI Pinar	TUR																											1.00		1.00
295	VIVALT Eva	CAN													1.00																1.00
300	RIDSDALE Lucy	GBR													0.00									0.00							0.00
301	VEIKOU Dominiki	GRE					0.00										0.00														0.00
302	KAISALO Noora	FIN		0.00																					0.00					0.00	0.00
303	CLARK Rebecca Jade	GBR																						0.00							0.00
303	TOPIC Toncica	CRO																	0.00												0.00
303	CHACHKHIANI Natia	GEO																											0.00		0.00
306	ALAYOUB Balsam	KUW																	0.00				0.00	0.00					0.00		0.00
307	STOYANOVA Verginia	BUL					0.00										0.00								0.00						0.00
308	LUMME Terhi	FIN		0.00																											0.00
308	GRACEY Katharine	GBR													0.00																0.00
308	WHEELER Zara	GBR													0.00																0.00
308	MORONI Costanza	ITA			0.00																										0.00
312	CHRISTOU Pashalini	GRE					0.00										0.00														0.00
313	TYCHLER Natalia	RSA																								0.00					0.00
313	KUIPER Wendy	NED			0.00																										0.00
313	KORHONEN Christina	FIN		0.00																											0.00
313	HIGHTON Louise	GBR																						0.00							0.00
313	EL LAITHY Nadine	EGY																	0.00												0.00
313	AL SELMI Abeer	KUW																											0.00		0.00
319	ILIJASEV Roberta	CRO					0.00												0.00												0.00
320	SJOGREN Hanna	SWE			0.00	0.00									0.00																0.00
321	HOLLOWAY Helen	GBR								0.00														0.00							0.00
322	RANTANEN Terhi	FIN		0.00																											0.00
322	NDONG Aminata	SEN																								0.00					0.00
322	AL SELMI Hanouf	KUW																											0.00		0.00
325	EVANS Ali	GBR													0.00									0.00							0.00
326	BENTALEB Hadia	ALG																				0.00				0.00					0.00
327	OLAH Zsofia Borbala	FIN		0.00																											0.00
327	LAWRENCE Rhiannon	GBR																						0.00							0.00
327	KATS Anna	SWE				0.00																									0.00
327	SLAVKOVIC Jelena	SRB					0.00																								0.00
327	LAM Jill	NED			0.00																										0.00
327	ILK Cemre	TUR																											0.00		0.00
333	CHANG Caitlin	JAM													0.00									0.00							0.00
334	JENSEN Anne Toftelund	DEN			0.00																										0.00
334	HIGHTON Elizabeth	GBR																						0.00							0.00
334	ILIC Dunja	SRB					0.00																								0.00
334	STOEVA Savina	BUL																											0.00		0.00
338	CLARKE Majella	AUS		0.00											0.00																0.00
339	JOVANOVIC Zorana	SRB							0.00										0.00												0.00
340	KUHLMEY Esther	GBR													0.00																0.00
340	RASMUSSEN Kira Elisabeth	DEN			0.00																										0.00
340	VAREY Helena	GBR																						0.00							0.00
340	SHTEREVA Kristina	BUL																											0.00		0.00
344	HOETOFT Jannie	DEN			0.00	0.00									0.00																0.00
345	DUFFUS Amy	GBR													0.00									0.00							0.00
346	RATTYA Kaisu	FIN		0.00																											0.00
346	DOIG Maria Luisa	PER																										0.00			0.00
346	KALCHEVA Petra	BUL																											0.00		0.00
349	LUGO Eliana	VEN						0.00															0.00					0.00			0.00
350	SAPIN-DORNACHER Maria	SUI				0.00			0.00	0.00				0.00				0.00													0.00
351	BYATT Emma	GBR													0.00																0.00
351	LUNDGREN Sirpa	FIN		0.00																											0.00
351	NEGURA Doina Stefania	ITA																	0.00												0.00
351	BRANN Michelle	USA																						0.00							0.00
355	ROESSLER Birte	GER		0.00																											0.00
355	MIKOLIC Ivana	CRO																	0.00												0.00
355	SPANGER Marlene	DEN			0.00																										0.00
358	HOWLETT Susan	AUS			0.00	0.00															0.00										0.00
359	MENEZES Clarisse	BRA																										0.00		0.00	0.00
360	HOLMES Judith	GBR													0.00																0.00
360	FOSSUM Mariella	NOR				0.00																									0.00
360	KREKELA Tuuli	FIN		0.00																											0.00
360	VRHAR Karmen	CRO																	0.00												0.00
364	LEE Lea-Anne	HKG						0.00	0.00				0.00											0.00							0.00
365	HAIMI Maija	FIN		0.00																											0.00
365	EIBYE-JACOBSEN Elisabeth	DEN			0.00																										0.00
365	THOMPSON Sarah	GBR													0.00																0.00
365	VALOY Nadine	NOR				0.00																									0.00
365	CULE Antea	CRO																	0.00												0.00
365	TUOVINEN Tuuli	FIN			0.00																										0.00
371	HANSEN Julie	DEN													0.00																0.00
371	RADOS Dea	CRO																	0.00												0.00
371	ROWLANDS Helen	GBR																						0.00							0.00
374	FAYE Karoline	NOR				0.00												0.00													0.00
375	LISTON Marie	GBR													0.00									0.00							0.00
376	GAVRILOVIC Jelena	CRO																	0.00												0.00
377	ADAMS Claire	GBR													0.00																0.00
377	BUXTON Madeline	USA																						0.00							0.00
379	KUSTURA Laura	CRO																	0.00												0.00
380	CUBISON Philippa	NOR				0.00																									0.00
380	MATTHEWS Abbi	GBR																						0.00							0.00
380	BAGARIC Karla	CRO																	0.00												0.00
383	PIASECKA Caroline	NOR				0.00																									0.00
383	RADMAN Asja	CRO																	0.00												0.00
385	PETTERSSON Ulrika	SWE				0.00																									0.00
385	SABAN Jelena	CRO																	0.00												0.00
387	ZUIKOVA Alla	EST				0.00																									0.00
387	SHACKLETON Hannah	GBR																						0.00							0.00
389	TERJESEN Monica	NOR				0.00																									0.00
389	FAY Olivia	GBR																						0.00							0.00
391	STRAND Anneli	SWE				0.00																									0.00
392	KLAFSTAD Pia	NOR				0.00																									0.00
393	ARVIDSSON Linda	NOR				0.00																									0.00
394	MOLKA-DANIELSEN Judith	NOR				0.00																									0.00
394	KYHN Sunniva	NOR				0.00																									0.00
394	WALLER Caroline	NOR				0.00																									0.00
397	RAHMAYATI Dian	INA																			0.00						0.00				0.00
398	CHENG Ya Wen	TPE																		0.00							0.00				0.00
399	BASTHUS NILSEN Thea	NOR				0.00																									0.00
400	CHOOCHOKKUL Siritida	THA																									0.00				0.00
400	TVEDT Selma	NOR				0.00																									0.00
402	LAN Deirdre Ruo Xuan	SGP																									0.00				0.00
403	SAMAT Potchanee	THA																									0.00				0.00
404	HANDAYANI Enni	INA																									0.00				0.00
405	SIVARAWUT Thatsaneephan	THA																									0.00				0.00
406	KONG Choi San	MAC																									0.00				0.00
407	HUANG Magdalene Xin'en	SGP																			0.00						0.00				0.00
408	MELBYE Ann Karin	SGP																									0.00				0.00
409	CIPAROVA Dagmar	SVK																							0.00						0.00
410	ZADNIKOVA Daniela	CZE						0.00	0.00				0.00	0.00				0.00							0.00					0.00	0.00
411	ROVIRA Aina	ESP										0.00		0.00				0.00													0.00
412	BARYSSEVICH Dziana	BLR							0.00							0.00															0.00
413	FERRARI Annalisa	ITA															0.00														0.00
413	CARPEGNA Sara	ITA							0.00																						0.00
415	WAGNER Julia	GER												0.00		0.00							0.00								0.00
416	MANZI Carlotta	ITA											0.00																		0.00
417	DUMOULIN Sandrine	FRA							0.00				0.00																		0.00
418	DYMAR Katerina	UKR								0.00		0.00				0.00															0.00
419	TOTH Annamaria	HUN						0.00																							0.00
419	CARINI Alessandra	ITA															0.00														0.00
419	GRAMMOUSTIANOU Maria	GRE															0.00														0.00
422	CHYLASZEK Joanna	POL							0.00																						0.00
422	PETRIUK Olga	UKR														0.00															0.00
424	KORB Erica	USA											0.00					0.00				0.00									0.00
425	LUALDI Serena	ITA						0.00		0.00																					0.00
426	NIEF Nadege	FRA							0.00				0.00																		0.00
427	CAPKOVA Barbora	CZE							0.00				0.00	0.00				0.00													0.00
428	HENDERSON Danielle	USA																			0.00										0.00
428	NICOLAOU Kypriani	GRE															0.00														0.00
430	DE SEPIBUS Miriam	SUI						0.00	0.00	0.00		0.00		0.00				(0.00)													0.00
431	SPILMAN Elisabeth	BEL						0.00					0.00					0.00													0.00
432	LUKIANOVA Olga	RUS														0.00															0.00
432	KOSTAKI Emmanuela	CYP															0.00														0.00
434	KRASIKOVIENE Gryta	LTU														0.00									0.00						0.00
435	CABOT Heath	USA															0.00														0.00
436	VICENTE Ana	POR										0.00					0.00	0.00				0.00			0.00						0.00
437	HENNING Verena	GER												0.00		0.00		0.00													0.00
438	BEADSWORTH Joanna	GBR							0.00	0.00								0.00				0.00	0.00								0.00
439	HAARLEM Sophie	SWE								0.00		0.00																			0.00
440	ROTTLER-FAUTSCH Lis	LUX																0.00							0.00						0.00
441	ASAKI Yukiko	JPN								0.00		0.00								0.00	0.00	0.00	(0.00)								0.00
442	MONTECINOS GUERRA Pia	CHI												0.00				0.00					0.00								0.00
443	YUKIMOTO Keiko	JPN																0.00		0.00		0.00									0.00
444	PUIKYTE Namida	LTU																							0.00					0.00	0.00
445	REUMUELLER Martina	AUT						0.00	0.00	0.00		0.00		0.00				(0.00)		(0.00)		(0.00)	(0.00)								0.00
446	LUTSCH Kerstin	GER												0.00		0.00		0.00													0.00
447	TANG Yin Ni	HKG								0.00		0.00	0.00							0.00											0.00
448	ZAHOU Dimitra	GRE															0.00														0.00
449	LESHTAROVA Maria	BUL															0.00								0.00						0.00
450	MACKAY Catherine	AUS								0.00		0.00								0.00	0.00										0.00
451	EMERY Erica	CAN								0.00		0.00										0.00									0.00
452	LAW Suk Man	HKG								0.00		0.00	0.00																		0.00
453	BEHR Jutta	GER												0.00																	0.00
453	GURIN Ulia	BLR														0.00															0.00
455	NOWAKOWSKI Martha	GER							0.00					0.00																	0.00
456	DANILENKA Hanna	BLR							0.00							0.00															0.00
457	CID Monica	ESP										0.00		0.00				0.00													0.00
458	DE PESTEL Amber	BEL																0.00							0.00						0.00
459	RUIZ Carmen	ESP										0.00																			0.00
459	DUCHEMIN PELLETIER Christelle	FRA											0.00																		0.00
459	BOSSANYI-JUNG Alexandra	HUN						0.00																							0.00
462	RODRIGUEZ QUESADA Yamilka	CUB																				0.00	0.00								0.00
463	HARTMANNOVA Eva	CZE							0.00					0.00				0.00													0.00
464	ANTAL Edina	HUN						0.00																							0.00
464	BERCHENKO Nadya	UKR														0.00															0.00
466	AVENA Alexandra	MEX										0.00	0.00																		0.00
467	DABROWA Katarzyna	POL										0.00																			0.00
467	MENZ Matilda	AUS																			0.00										0.00
469	HARTLEY Genevieve	AUS						0.00	0.00	0.00		0.00									0.00										0.00
470	ALIBERT Nathalie	FRA							0.00					0.00																	0.00
471	LIU Yaoying	CHN																		0.00											0.00
472	CISZEWSKA-ANDRZEJEWSKA Barbara	POL							0.00																						0.00
472	NAGY Ajandek	HUN						0.00																							0.00
474	HAERTEL Birte Lea	GER												0.00																	0.00
474	LOZANO OLARTE Laskmi Natalia	COL																					0.00								0.00
474	MENZ Ursula	AUS																			0.00										0.00
477	BALLANTYNE-BRODIE Emily	AUS																		0.00	0.00										0.00
478	LOVISEK Judit	SVK							0.00																						0.00
478	MENDOZA VENZANT Ceily	CUB																					0.00								0.00
480	WATABE Tomoko	JPN								0.00											0.00										0.00
481	PULVIRENTI Alessandra	ITA								0.00																					0.00
481	MICHSHUK Margarita	KAZ																												0.00	0.00
483	BROCKMANN Beatrice	GER												0.00																	0.00
484	ORERO Cristina	ESP										0.00		0.00				0.00													0.00
485	HASWELL Adele	AUS																			0.00										0.00
485	YAO Qian	CHN																		0.00											0.00
487	TOTHOVA Jana	SVK							0.00	0.00				0.00																	0.00
488	SEGGIE Julie	AUS																			0.00										0.00
488	ONA GIL Marisol	CUB																					0.00								0.00
488	WANG Jiangtao	CHN																		0.00											0.00
491	WILSON Seri	AUS							0.00	0.00		0.00									0.00										0.00
492	SZEILE Rita	HUN						0.00																							0.00
492	RAMIREZ PEGUERO Violeta	DOM																					0.00								0.00
494	SARAH Jade	AUS																			0.00										0.00
495	VOIGT Leigh	CAN																				0.00									0.00
495	GU Dianna	AUS																			0.00										0.00
497	WILKS Victoria	AUS																		0.00	0.00										0.00
498	OSAKI Naomi	JPN								0.00		0.00																			0.00
499	CHEUNG Yi Nei	HKG																		0.00											0.00
499	FERDMAN Alina	ISR																												0.00	0.00
499	GERVAIS Leslie-Ann	CAN																				0.00									0.00
502	THORBURN Tina	USA																			0.00										0.00
503	CHEN Yunxia	CHN																		0.00											0.00
503	CULLETON Simone	AUS																			0.00										0.00
503	CARDOSO CARDENAS Yessell C	CUB																					0.00								0.00
503	BUDNIAK Jacqueline	AUS																			0.00										0.00
507	BEKEFI Edina	GER						0.00																							0.00
507	GAO Jin	CHN																		0.00											0.00
509	SVELNIENE Agne	LTU																												0.00	0.00
509	BUDNIAK Elise	AUS																			0.00										0.00
509	WANG Huachen	CHN																		0.00											0.00
512	BUCHTER Kamilla	DEN																												0.00	0.00
512	SOGGEE Jennifer	AUS																			0.00										0.00
512	LOBOZ Kasia	AUS																			0.00										0.00
512	NDOLO Alexandra	GER												0.00																	0.00
516	GERCHIKOV Hana	ISR						0.00		0.00																					0.00
517	DALTON Isis	AUS																			0.00										0.00
517	GIL Nieves	ESP										0.00																			0.00
519	RAWLINGS Victoria	AUS																			0.00										0.00
519	STELIBSKA Alexandra	CZE							0.00																						0.00
519	BOYLES Katherine	AUS																			0.00										0.00
522	TOMINOVA Marcela	CZE							0.00					0.00																	0.00
523	BUKOCKI Bianka	HUN						0.00																							0.00
524	SANCHO Carolina	ESP										0.00																			0.00
524	ROVATI Caterina	ITA								0.00																					0.00
526	SCANLAN Susie	USA																				0.00									0.00
526	CHAN Yin Ning	HKG																		0.00											0.00
526	VACINOVA Gabriela	CZE							0.00																						0.00
529	KO Joanne	CAN																				0.00									0.00
530	HAAS Kristin	GER												0.00																	0.00
530	BARNES Alison	RSA																												0.00	0.00
530	FORNARY DIAZ Susana	CUB																					0.00								0.00
533	GYENIS Reka	HUN						0.00																							0.00
533	GAUTHIER Isabelle	CAN																				0.00									0.00
533	ROJAS Karilin	VEN																					0.00								0.00
536	ZYKOVA Alzbeta	CZE							0.00																						0.00
537	CHAVARRIA Judit	ESP										0.00																			0.00
537	HOHLBEIN Frauke	GER												0.00																	0.00
537	JORQUERA PALMER Daria	CAN																				0.00									0.00
540	VOROBIYOV Lydiya	ISR						0.00																						0.00	0.00
541	VARELA AVILA Ana Leidieski	CUB																					0.00								0.00
541	RUIZ HERNANDEZ Lucia	ESP										0.00																			0.00
543	ARCILA Nora	VEN						0.00												0.00			0.00								0.00
544	HORANYI Blanka	HUN						0.00																							0.00
544	COMPARINI Giordana	ITA								0.00																					0.00
546	SANDMANN Jennifer	GER												0.00				0.00													0.00
547	AULAR Aleska	VEN																					0.00								0.00
547	YAITSEVSKAYA Julia	KGZ																												0.00	0.00
549	BLOKHINA Katerina	UKR						0.00																							0.00
549	SMETANINA Aleksandra	LAT																												0.00	0.00
551	VAGGO Emma	SWE																0.00													0.00
551	CARDENAL VENTOSA Yoslaine	CUB																					0.00								0.00
553	PERRY Juliet C	GBR						0.00				0.00																			0.00
554	CHOI Eunsook	KOR																		0.00											0.00
554	GARCIA Danielis	VEN																					0.00								0.00
554	HURTADO Teresa	MEX																												0.00	0.00
557	ZEZULOVA Zlata	CZE							0.00																						0.00
557	ORLANDO Amy	USA										0.00																			0.00
559	DI LORETO Stefania	ITA							0.00																						0.00
560	EPP Vanessa	GER							0.00					0.00																	0.00
561	YEPES MOLINA Dirley Janineth	CRC																												0.00	0.00
562	CHAN Sin Yan	HKG																		0.00											0.00
562	CHEUNG Sik Lui	HKG																												0.00	0.00
564	LORENZ Therese	AUT												0.00																	0.00
564	MARTINEAU CORBEIL Elise	CAN																				0.00									0.00
564	MA Jing	CHN																		0.00											0.00
567	KOPEINIG Ines	AUT						0.00																							0.00
567	DOUBOVA Dominika	CZE							0.00																						0.00
567	ALUCHA Maria	ESP										0.00																			0.00
570	BUDAI Dorina	HUN						0.00																							0.00
570	JILKOVA Klara	CZE							0.00																						0.00
572	STEINBERG Maria	ESP										0.00																			0.00
572	ENGEL Raphaela	AUT												0.00																	0.00
572	KOVACS Amanda	CAN																				0.00									0.00
575	FIRSOVA Oleksandra	UKR						0.00						0.00																	0.00
576	BAUR Andrina	SUI							0.00					0.00																	0.00
577	RAMIREZ NAVARRO Maria Eugenia	CHI																				0.00									0.00
578	JIA Yanan	CHN																		0.00											0.00
579	KAPPEN Angelika	GER												0.00																	0.00
579	PINTO Adriana	COL										0.00																			0.00
581	MIZRACHI Yael	ISR						0.00																							0.00
581	CHEN Yuju	TPE																		0.00											0.00
581	BOWDEN Nancy	USA										0.00																			0.00
581	FERGUSON Micheala	CAN																				0.00									0.00
585	ZICHOVA Romana	CZE							0.00																						0.00
585	BLANCO PINTADO Susana	ESP										0.00																			0.00
587	MARCO Nuria	ESP										0.00																			0.00
588	BALLESTEROS Ruth	ESP										0.00																			0.00
589	BALL Kirsten	CAN																				0.00									0.00
589	HESHEM Aya	EGY												0.00																	0.00
591	SANCHEZ RIVAS Sandra	ESP										0.00																			0.00
591	VOIGT Claire	CAN																				0.00									0.00
593	MACKOFF Jannelle	CAN																				0.00									0.00
593	ANTONCIKOVA Tereza	CZE							0.00																						0.00
595	RECHE Cristina	ESP										0.00																			0.00
596	LABARBE Helene	CAN																				0.00									0.00
597	DABROCK Oxana	MDA										0.00																			0.00
597	JANCOVA Jitka	CZE							0.00																						0.00
599	CARRION Marta	ESP										0.00																			0.00
599	DEMERS Andreanne	CAN																				0.00									0.00
601	SOMOGYIOVA Lucia	SVK							0.00																						0.00
601	LAVOIE Gabrielle	CAN																				0.00									0.00
601	RODRIGUEZ Diana	COL										0.00																			0.00
604	PRUD'HOMME SEGUIN Maude	CAN																				0.00									0.00
604	ZERF Amel	ALG																				0.00									0.00
606	YOUCEF KHODJA Nadia	ALG																				0.00									0.00
606	PISACKOVA Jana	CZE							0.00																						0.00
608	BAUEROVA Klara	CZE							0.00																						0.00
609	POKORNA Veronika	CZE							0.00																						0.00
The points between parenthesis were not taken into account for the ranking 
09.01.2019
